track_id,genres,genres_all
209,[17],[17]
210,[17],[17]
211,[17],[17]
212,[17],[17]
213,[10],[10]
226,[25],"[25, 12]"
228,[25],"[25, 12]"
236,"[15, 92]","[2, 92, 15]"
237,[4],[4]
238,[4],[4]
246,"[12, 76]","[10, 12, 76]"
247,[12],[12]
248,"[12, 76]","[10, 12, 76]"
249,[12],[12]
250,"[12, 76]","[10, 12, 76]"
251,"[12, 76]","[10, 12, 76]"
252,[12],[12]
253,"[12, 76]","[10, 12, 76]"
254,"[12, 76]","[10, 12, 76]"
255,[12],[12]
256,[31],"[12, 31]"
257,[31],"[12, 31]"
258,[31],"[12, 31]"
273,[32],"[32, 38]"
274,[32],"[32, 38]"
275,[32],"[32, 38]"
276,[32],"[32, 38]"
277,[32],"[32, 38]"
281,[32],"[32, 38]"
282,[32],"[32, 38]"
284,[32],"[32, 38]"
285,[32],"[32, 38]"
293,[32],"[32, 38]"
294,[32],"[32, 38]"
297,[32],"[32, 38]"
300,[32],"[32, 38]"
303,[89],"[89, 12, 25]"
304,[89],"[89, 12, 25]"
305,[89],"[89, 12, 25]"
306,[89],"[89, 12, 25]"
307,[89],"[89, 12, 25]"
308,[89],"[89, 12, 25]"
309,[89],"[89, 12, 25]"
310,[89],"[89, 12, 25]"
311,[89],"[89, 12, 25]"
312,[89],"[89, 12, 25]"
313,[89],"[89, 12, 25]"
314,[89],"[89, 12, 25]"
315,[89],"[89, 12, 25]"
316,[89],"[89, 12, 25]"
317,[89],"[89, 12, 25]"
318,[89],"[89, 12, 25]"
319,[89],"[89, 12, 25]"
320,[89],"[89, 12, 25]"
321,[89],"[89, 12, 25]"
322,[89],"[89, 12, 25]"
323,[89],"[89, 12, 25]"
324,[89],"[89, 12, 25]"
325,[89],"[89, 12, 25]"
326,[89],"[89, 12, 25]"
327,[89],"[89, 12, 25]"
328,[89],"[89, 12, 25]"
330,[89],"[89, 12, 25]"
331,[89],"[89, 12, 25]"
332,[89],"[89, 12, 25]"
333,[89],"[89, 12, 25]"
334,[89],"[89, 12, 25]"
335,[89],"[89, 12, 25]"
336,[89],"[89, 12, 25]"
337,[89],"[89, 12, 25]"
338,[89],"[89, 12, 25]"
339,[89],"[89, 12, 25]"
340,[89],"[89, 12, 25]"
341,[89],"[89, 12, 25]"
342,[89],"[89, 12, 25]"
343,[89],"[89, 12, 25]"
344,[89],"[89, 12, 25]"
345,[89],"[89, 12, 25]"
346,[89],"[89, 12, 25]"
347,[89],"[89, 12, 25]"
348,[89],"[89, 12, 25]"
349,[89],"[89, 12, 25]"
350,[89],"[89, 12, 25]"
351,[89],"[89, 12, 25]"
352,[89],"[89, 12, 25]"
353,[89],"[89, 12, 25]"
354,[89],"[89, 12, 25]"
355,[89],"[89, 12, 25]"
356,[89],"[89, 12, 25]"
357,[89],"[89, 12, 25]"
358,[89],"[89, 12, 25]"
359,[89],"[89, 12, 25]"
360,[89],"[89, 12, 25]"
361,[89],"[89, 12, 25]"
362,[89],"[89, 12, 25]"
363,[89],"[89, 12, 25]"
364,[89],"[89, 12, 25]"
365,[89],"[89, 12, 25]"
366,[89],"[89, 12, 25]"
367,[89],"[89, 12, 25]"
368,[89],"[89, 12, 25]"
369,[89],"[89, 12, 25]"
370,[89],"[89, 12, 25]"
371,[89],"[89, 12, 25]"
384,[15],[15]
385,[15],[15]
386,[15],[15]
387,[15],[15]
393,[12],[12]
394,[12],[12]
395,[12],[12]
396,[15],[15]
397,[15],[15]
398,[15],[15]
399,[15],[15]
400,[15],[15]
401,[15],[15]
402,[15],[15]
403,[15],[15]
404,[15],[15]
405,[15],[15]
406,[15],[15]
407,[15],[15]
408,[15],[15]
410,[15],[15]
411,[15],[15]
412,[15],[15]
414,[15],[15]
416,[15],[15]
417,[1],"[1, 38]"
418,"[1, 18]","[1, 18, 1235, 38]"
419,[1],"[1, 38]"
420,"[1, 18]","[1, 18, 1235, 38]"
421,[1],"[1, 38]"
422,"[1, 18]","[1, 18, 1235, 38]"
423,"[1, 18]","[1, 18, 1235, 38]"
424,[1],"[1, 38]"
425,[1],"[1, 38]"
426,[1],"[1, 38]"
427,[1],"[1, 38]"
428,[1],"[1, 38]"
429,[1],"[1, 38]"
430,[1],"[1, 38]"
431,[1],"[1, 38]"
432,[1],"[1, 38]"
433,[1],"[1, 38]"
434,[1],"[1, 38]"
435,[1],"[1, 38]"
436,[1],"[1, 38]"
437,[1],"[1, 38]"
438,[1],"[1, 38]"
439,[1],"[1, 38]"
440,"[4, 15, 38]","[4, 38, 15]"
441,"[4, 15, 38]","[4, 38, 15]"
442,"[4, 15, 38]","[4, 38, 15]"
443,"[4, 15, 38]","[4, 38, 15]"
444,"[4, 15, 38]","[4, 38, 15]"
445,"[4, 15, 38]","[4, 38, 15]"
446,"[4, 15, 38]","[4, 38, 15]"
447,"[4, 15, 38]","[4, 38, 15]"
448,"[4, 15, 38]","[4, 38, 15]"
449,"[4, 15, 38]","[4, 38, 15]"
450,"[4, 15, 38]","[4, 38, 15]"
451,"[4, 15, 38]","[4, 38, 15]"
452,"[4, 15, 38]","[4, 38, 15]"
458,[36],"[36, 12]"
459,[36],"[36, 12]"
461,"[3, 37]","[3, 4, 37]"
462,"[3, 37]","[3, 4, 37]"
463,"[3, 37]","[3, 4, 37]"
464,"[3, 37]","[3, 4, 37]"
465,"[3, 37]","[3, 4, 37]"
466,[27],"[27, 12]"
467,"[27, 66]","[66, 27, 12]"
468,"[25, 27]","[25, 27, 12]"
469,"[27, 66]","[66, 27, 12]"
470,"[27, 66]","[66, 27, 12]"
471,[27],"[27, 12]"
472,"[27, 66]","[66, 27, 12]"
473,"[27, 66]","[66, 27, 12]"
474,"[25, 27]","[25, 27, 12]"
475,[27],"[27, 12]"
476,"[27, 66]","[66, 27, 12]"
477,"[25, 27]","[25, 27, 12]"
478,"[27, 66]","[66, 27, 12]"
479,"[27, 66]","[66, 27, 12]"
480,"[25, 27]","[25, 27, 12]"
481,"[27, 66]","[66, 27, 12]"
482,"[27, 66]","[66, 27, 12]"
483,"[27, 66]","[66, 27, 12]"
484,[27],"[27, 12]"
485,"[25, 27]","[25, 27, 12]"
486,"[27, 66]","[66, 27, 12]"
487,[27],"[27, 12]"
489,"[27, 66]","[66, 27, 12]"
490,"[27, 66]","[66, 27, 12]"
491,"[27, 66]","[66, 27, 12]"
492,"[27, 66]","[66, 27, 12]"
493,[27],"[27, 12]"
495,"[25, 27]","[25, 27, 12]"
496,"[27, 66]","[66, 27, 12]"
497,"[27, 66]","[66, 27, 12]"
498,"[27, 66]","[66, 27, 12]"
500,"[27, 66]","[66, 27, 12]"
501,[27],"[27, 12]"
502,"[25, 27]","[25, 27, 12]"
503,"[27, 66]","[66, 27, 12]"
504,"[27, 66]","[66, 27, 12]"
506,[27],"[27, 12]"
507,"[27, 66]","[66, 27, 12]"
508,"[27, 66]","[66, 27, 12]"
509,"[27, 66]","[66, 27, 12]"
510,"[27, 66]","[66, 27, 12]"
511,[27],"[27, 12]"
512,[27],"[27, 12]"
513,"[27, 66]","[66, 27, 12]"
514,"[27, 66]","[66, 27, 12]"
515,[27],"[27, 12]"
516,"[27, 66]","[66, 27, 12]"
517,[27],"[27, 12]"
520,[12],[12]
521,[12],[12]
522,[12],[12]
523,[12],[12]
524,[12],[12]
525,[12],[12]
526,[12],[12]
527,[12],[12]
528,[12],[12]
529,[12],[12]
530,[12],[12]
531,[12],[12]
532,[15],[15]
533,[15],[15]
534,[17],[17]
535,[17],[17]
536,[17],[17]
537,[17],[17]
538,[17],[17]
539,[17],[17]
540,[17],[17]
541,[17],[17]
542,[17],[17]
543,[17],[17]
544,[17],[17]
545,[17],[17]
546,[17],[17]
547,[17],[17]
548,[17],[17]
549,[17],[17]
550,[15],[15]
554,"[76, 103]","[17, 10, 76, 103]"
555,"[76, 103]","[17, 10, 76, 103]"
556,"[76, 103]","[17, 10, 76, 103]"
557,"[76, 103]","[17, 10, 76, 103]"
558,"[76, 103]","[17, 10, 76, 103]"
559,"[76, 103]","[17, 10, 76, 103]"
560,"[76, 103]","[17, 10, 76, 103]"
561,"[76, 103]","[17, 10, 76, 103]"
562,[12],[12]
563,[12],[12]
564,[12],[12]
565,[12],[12]
566,[12],[12]
567,[12],[12]
568,[12],[12]
569,[12],[12]
570,[12],[12]
571,[12],[12]
572,[12],[12]
573,[25],"[25, 12]"
574,[25],"[25, 12]"
575,[12],[12]
576,[12],[12]
577,[12],[12]
578,[12],[12]
579,[25],"[25, 12]"
580,[25],"[25, 12]"
583,[21],[21]
584,[21],[21]
585,[21],[21]
586,[21],[21]
587,[1],"[1, 38]"
588,[1],"[1, 38]"
589,[1],"[1, 38]"
590,[37],"[4, 37]"
591,[37],"[4, 37]"
592,[37],"[4, 37]"
593,[37],"[4, 37]"
601,[17],[17]
602,[17],[17]
603,[17],[17]
604,[17],[17]
605,[12],[12]
606,[12],[12]
607,[12],[12]
608,[12],[12]
609,[12],[12]
610,[17],[17]
611,[17],[17]
612,[17],[17]
613,[],[]
614,[17],[17]
615,[41],"[41, 38]"
616,[41],"[41, 38]"
617,[17],[17]
618,[17],[17]
619,[17],[17]
620,[17],[17]
621,[17],[17]
622,[17],[17]
623,[17],[17]
624,[17],[17]
625,[17],[17]
626,[17],[17]
627,[17],[17]
628,[17],[17]
629,[17],[17]
630,[17],[17]
631,[17],[17]
633,[12],[12]
634,[12],[12]
635,[12],[12]
637,[1],"[1, 38]"
638,[1],"[1, 38]"
639,[1],"[1, 38]"
640,[43],"[65, 43, 20]"
641,[15],[15]
642,[15],[15]
643,[15],[15]
644,[15],[15]
645,[15],[15]
646,[15],[15]
647,[15],[15]
648,[15],[15]
649,[15],[15]
650,[15],[15]
651,[15],[15]
652,[15],[15]
653,[15],[15]
654,[15],[15]
655,[15],[15]
656,[15],[15]
657,[15],[15]
658,[15],[15]
659,[15],[15]
660,[15],[15]
661,[15],[15]
662,[15],[15]
663,[15],[15]
664,[15],[15]
665,[15],[15]
666,[79],"[2, 79]"
667,[79],"[2, 79]"
668,[21],[21]
669,[21],[21]
670,[21],[21]
671,[21],[21]
672,[21],[21]
673,[21],[21]
674,[21],[21]
675,[21],[21]
676,[21],[21]
677,[21],[21]
678,[21],[21]
679,[21],[21]
680,[21],[21]
681,[21],[21]
682,[21],[21]
683,[21],[21]
684,[21],[21]
685,[21],[21]
686,[21],[21]
687,[21],[21]
688,[21],[21]
689,[21],[21]
690,[12],[12]
691,[12],[12]
692,[12],[12]
693,[12],[12]
694,[21],[21]
695,[21],[21]
696,[45],"[12, 45]"
697,[45],"[12, 45]"
698,[45],"[12, 45]"
699,[45],"[12, 45]"
700,[45],"[12, 45]"
701,[45],"[12, 45]"
702,[45],"[12, 45]"
703,[45],"[12, 45]"
704,[46],"[2, 46]"
705,[46],"[2, 46]"
706,[46],"[2, 46]"
707,[46],"[2, 46]"
708,[46],"[2, 46]"
709,[46],"[2, 46]"
711,[25],"[25, 12]"
712,[25],"[25, 12]"
713,[25],"[25, 12]"
714,[17],[17]
715,[17],[17]
716,[17],[17]
717,[17],[17]
718,[17],[17]
719,[12],[12]
720,[12],[12]
721,[12],[12]
722,[12],[12]
723,[12],[12]
725,[32],"[32, 38]"
726,[32],"[32, 38]"
727,[32],"[32, 38]"
728,[32],"[32, 38]"
729,[32],"[32, 38]"
730,[32],"[32, 38]"
731,[32],"[32, 38]"
734,[11],"[11, 14]"
735,[11],"[11, 14]"
736,[11],"[11, 14]"
737,[11],"[11, 14]"
738,[11],"[11, 14]"
739,[11],"[11, 14]"
740,[11],"[11, 14]"
741,[11],"[11, 14]"
742,[11],"[11, 14]"
743,[11],"[11, 14]"
744,[11],"[11, 14]"
745,[11],"[11, 14]"
747,[11],"[11, 14]"
748,[11],"[11, 14]"
749,[11],"[11, 14]"
750,[11],"[11, 14]"
751,[11],"[11, 14]"
752,[11],"[11, 14]"
753,[11],"[11, 14]"
754,[11],"[11, 14]"
755,[11],"[11, 14]"
756,[11],"[11, 14]"
757,[11],"[11, 14]"
758,[11],"[11, 14]"
759,[11],"[11, 14]"
760,[11],"[11, 14]"
761,[11],"[11, 14]"
762,[11],"[11, 14]"
763,[11],"[11, 14]"
764,[11],"[11, 14]"
765,[11],"[11, 14]"
766,[11],"[11, 14]"
767,[11],"[11, 14]"
768,[11],"[11, 14]"
769,[11],"[11, 14]"
770,[11],"[11, 14]"
771,[11],"[11, 14]"
772,[11],"[11, 14]"
773,[11],"[11, 14]"
774,[11],"[11, 14]"
775,[11],"[11, 14]"
776,[11],"[11, 14]"
777,[12],[12]
778,[12],[12]
779,[12],[12]
780,[12],[12]
781,[12],[12]
782,[12],[12]
783,[12],[12]
784,[12],[12]
785,[12],[12]
786,[12],[12]
787,[12],[12]
788,[12],[12]
789,[12],[12]
790,[12],[12]
791,[12],[12]
792,[12],[12]
793,[12],[12]
794,[12],[12]
795,[12],[12]
796,[12],[12]
797,[12],[12]
798,[12],[12]
799,[38],[38]
800,[38],[38]
801,[38],[38]
803,[25],"[25, 12]"
804,[25],"[25, 12]"
805,[25],"[25, 12]"
806,[25],"[25, 12]"
807,[25],"[25, 12]"
814,[17],[17]
815,[1],"[1, 38]"
816,[1],"[1, 38]"
817,[1],"[1, 38]"
818,[1],"[1, 38]"
819,[1],"[1, 38]"
820,[1],"[1, 38]"
821,[10],[10]
822,[10],[10]
823,[10],[10]
824,"[12, 45, 58, 66]","[58, 66, 12, 45]"
825,"[12, 45, 58, 66]","[58, 66, 12, 45]"
826,"[12, 45, 58, 66]","[58, 66, 12, 45]"
827,"[12, 45, 58, 66]","[58, 66, 12, 45]"
828,"[12, 45, 58, 66]","[58, 66, 12, 45]"
829,"[12, 45, 58, 66]","[58, 66, 12, 45]"
830,"[12, 45, 58, 66]","[58, 66, 12, 45]"
831,[37],"[4, 37]"
832,[37],"[4, 37]"
833,[37],"[4, 37]"
834,[37],"[4, 37]"
835,[37],"[4, 37]"
836,[12],[12]
837,[12],[12]
838,[12],[12]
839,[12],[12]
840,[12],[12]
841,[12],[12]
842,[12],[12]
843,[12],[12]
844,[12],[12]
845,[12],[12]
846,[12],[12]
847,[10],[10]
850,[12],[12]
851,[12],[12]
852,[12],[12]
853,[2],[2]
854,[32],"[32, 38]"
855,[12],[12]
856,[12],[12]
857,[12],[12]
858,[12],[12]
859,[12],[12]
860,[12],[12]
861,[12],[12]
862,[12],[12]
863,[12],[12]
864,[47],"[38, 47]"
866,[47],"[38, 47]"
868,[47],"[38, 47]"
869,[47],"[38, 47]"
870,[47],"[38, 47]"
871,"[33, 107]","[1235, 33, 107, 17]"
872,"[33, 107]","[1235, 33, 107, 17]"
873,"[33, 107]","[1235, 33, 107, 17]"
874,[15],[15]
875,[15],[15]
876,[15],[15]
877,[15],[15]
878,[15],[15]
879,[15],[15]
880,[15],[15]
881,[15],[15]
882,[15],[15]
883,[15],[15]
885,[15],[15]
886,[15],[15]
887,[15],[15]
888,[15],[15]
889,[15],[15]
890,[49],"[49, 17]"
891,[49],"[49, 17]"
892,[49],"[49, 17]"
893,[49],"[49, 17]"
894,[49],"[49, 17]"
895,[49],"[49, 17]"
896,"[25, 111]","[25, 12, 111]"
897,[32],"[32, 38]"
898,[32],"[32, 38]"
899,[32],"[32, 38]"
900,"[250, 1235]","[250, 1235, 38]"
901,"[250, 1235]","[250, 1235, 38]"
902,"[250, 1235]","[250, 1235, 38]"
903,"[250, 1235]","[250, 1235, 38]"
904,[138],"[138, 20]"
905,[138],"[138, 20]"
906,[138],"[138, 20]"
907,[138],"[138, 20]"
908,[138],"[138, 20]"
909,[138],"[138, 20]"
910,[138],"[138, 20]"
911,[138],"[138, 20]"
912,[138],"[138, 20]"
913,[138],"[138, 20]"
914,[138],"[138, 20]"
915,[138],"[138, 20]"
916,[138],"[138, 20]"
917,[138],"[138, 20]"
918,[138],"[138, 20]"
919,[138],"[138, 20]"
920,[138],"[138, 20]"
921,[138],"[138, 20]"
922,[138],"[138, 20]"
923,[138],"[138, 20]"
924,[138],"[138, 20]"
925,[138],"[138, 20]"
926,[138],"[138, 20]"
927,[138],"[138, 20]"
928,[138],"[138, 20]"
929,[138],"[138, 20]"
930,[138],"[138, 20]"
931,[138],"[138, 20]"
932,[138],"[138, 20]"
933,[138],"[138, 20]"
934,[138],"[138, 20]"
935,[138],"[138, 20]"
936,[138],"[138, 20]"
937,[138],"[138, 20]"
938,[138],"[138, 20]"
939,[138],"[138, 20]"
940,[138],"[138, 20]"
941,[138],"[138, 20]"
942,[138],"[138, 20]"
943,[138],"[138, 20]"
944,[138],"[138, 20]"
945,[138],"[138, 20]"
946,[138],"[138, 20]"
947,[138],"[138, 20]"
948,[138],"[138, 20]"
949,[138],"[138, 20]"
950,[138],"[138, 20]"
951,[138],"[138, 20]"
952,[138],"[138, 20]"
953,[138],"[138, 20]"
954,[138],"[138, 20]"
955,[138],"[138, 20]"
956,[138],"[138, 20]"
957,[138],"[138, 20]"
958,[138],"[138, 20]"
959,[138],"[138, 20]"
960,[138],"[138, 20]"
961,[138],"[138, 20]"
962,[138],"[138, 20]"
963,[138],"[138, 20]"
964,[138],"[138, 20]"
965,[138],"[138, 20]"
966,[138],"[138, 20]"
967,[138],"[138, 20]"
968,[138],"[138, 20]"
969,[138],"[138, 20]"
970,[138],"[138, 20]"
971,[138],"[138, 20]"
972,[138],"[138, 20]"
973,[138],"[138, 20]"
974,[138],"[138, 20]"
975,[138],"[138, 20]"
976,[138],"[138, 20]"
977,[138],"[138, 20]"
978,[30],"[38, 30]"
979,[30],"[38, 30]"
980,[30],"[38, 30]"
981,[30],"[38, 30]"
982,[30],"[38, 30]"
983,[30],"[38, 30]"
984,[30],"[38, 30]"
985,[30],"[38, 30]"
986,[30],"[38, 30]"
987,[30],"[38, 30]"
988,[30],"[38, 30]"
989,[30],"[38, 30]"
990,[30],"[38, 30]"
991,[12],[12]
992,[12],[12]
993,[12],[12]
995,[32],"[32, 38]"
996,[32],"[32, 38]"
997,[32],"[32, 38]"
998,[32],"[32, 38]"
999,[32],"[32, 38]"
1000,[32],"[32, 38]"
1001,[32],"[32, 38]"
1002,[32],"[32, 38]"
1003,[32],"[32, 38]"
1004,[32],"[32, 38]"
1006,[32],"[32, 38]"
1007,[12],[12]
1009,[12],[12]
1013,[12],[12]
1014,[31],"[12, 31]"
1015,[31],"[12, 31]"
1016,[31],"[12, 31]"
1017,[31],"[12, 31]"
1018,[31],"[12, 31]"
1019,[32],"[32, 38]"
1020,[4],[4]
1021,[4],[4]
1022,[4],[4]
1023,[4],[4]
1024,[53],"[45, 12, 53]"
1025,[53],"[45, 12, 53]"
1026,[53],"[45, 12, 53]"
1027,[12],[12]
1028,[12],[12]
1029,[12],[12]
1030,[53],"[45, 12, 53]"
1031,[53],"[45, 12, 53]"
1032,[53],"[45, 12, 53]"
1033,[53],"[45, 12, 53]"
1034,[138],"[138, 20]"
1035,[1],"[1, 38]"
1036,[1],"[1, 38]"
1037,[1],"[1, 38]"
1038,[1],"[1, 38]"
1039,[53],"[45, 12, 53]"
1040,[53],"[45, 12, 53]"
1041,[58],"[58, 12]"
1042,[3],[3]
1043,[3],[3]
1044,[3],[3]
1045,[3],[3]
1046,[3],[3]
1047,[3],[3]
1048,[3],[3]
1049,[12],[12]
1050,[12],[12]
1051,[10],[10]
1052,[12],[12]
1058,[4],[4]
1059,[4],[4]
1060,[4],[4]
1061,[4],[4]
1062,[4],[4]
1063,[4],[4]
1064,[4],[4]
1066,[22],"[38, 22]"
1067,[22],"[38, 22]"
1068,[22],"[38, 22]"
1069,[22],"[38, 22]"
1070,[22],"[38, 22]"
1071,[22],"[38, 22]"
1072,[22],"[38, 22]"
1073,[22],"[38, 22]"
1074,[22],"[38, 22]"
1075,[22],"[38, 22]"
1076,"[15, 22]","[38, 22, 15]"
1077,[12],[12]
1078,[12],[12]
1079,[12],[12]
1080,[12],[12]
1081,[12],[12]
1082,[2],[2]
1083,[1],"[1, 38]"
1084,[15],[15]
1085,[15],[15]
1086,[15],[15]
1087,[12],[12]
1088,[15],[15]
1089,[15],[15]
1090,[15],[15]
1091,[15],[15]
1092,[30],"[38, 30]"
1093,[30],"[38, 30]"
1094,[30],"[38, 30]"
1095,[30],"[38, 30]"
1096,[30],"[38, 30]"
1097,[30],"[38, 30]"
1098,[30],"[38, 30]"
1099,[30],"[38, 30]"
1100,[30],"[38, 30]"
1101,[30],"[38, 30]"
1102,[12],[12]
1105,[12],[12]
1106,[12],[12]
1107,[12],[12]
1108,[12],[12]
1110,[47],"[38, 47]"
1111,[47],"[38, 47]"
1113,[47],"[38, 47]"
1116,[12],[12]
1117,[12],[12]
1118,[12],[12]
1119,[12],[12]
1120,[15],[15]
1121,[15],[15]
1122,[15],[15]
1123,[12],[12]
1124,[12],[12]
1125,[12],[12]
1126,[12],[12]
1127,[12],[12]
1128,[12],[12]
1129,[12],[12]
1130,[12],[12]
1131,[12],[12]
1133,[12],[12]
1135,[12],[12]
1136,[12],[12]
1138,[12],[12]
1140,[12],[12]
1141,[12],[12]
1142,[12],[12]
1143,[12],[12]
1144,[12],[12]
1145,[12],[12]
1146,[12],[12]
1147,[12],[12]
1148,[12],[12]
1149,[12],[12]
1150,[12],[12]
1151,[37],"[4, 37]"
1152,[37],"[4, 37]"
1153,[37],"[4, 37]"
1154,[37],"[4, 37]"
1155,[37],"[4, 37]"
1156,[12],[12]
1157,[12],[12]
1158,[12],[12]
1159,[12],[12]
1160,[12],[12]
1161,[12],[12]
1162,[12],[12]
1163,[12],[12]
1164,[12],[12]
1165,[12],[12]
1166,[12],[12]
1167,[12],[12]
1168,[12],[12]
1169,[12],[12]
1170,[12],[12]
1171,[12],[12]
1172,[12],[12]
1173,[12],[12]
1174,[12],[12]
1175,[12],[12]
1176,[12],[12]
1177,[12],[12]
1178,[12],[12]
1179,[12],[12]
1180,[12],[12]
1181,[12],[12]
1182,[12],[12]
1183,[12],[12]
1184,[12],[12]
1185,[12],[12]
1186,[12],[12]
1187,[12],[12]
1188,[12],[12]
1189,[12],[12]
1190,[12],[12]
1191,[12],[12]
1192,[12],[12]
1193,[17],[17]
1194,[17],[17]
1195,[17],[17]
1196,[17],[17]
1197,[17],[17]
1198,[17],[17]
1199,[17],[17]
1201,[12],[12]
1202,[12],[12]
1203,[12],[12]
1204,[12],[12]
1205,[30],"[38, 30]"
1206,[30],"[38, 30]"
1207,[30],"[38, 30]"
1208,[30],"[38, 30]"
1209,[30],"[38, 30]"
1210,[30],"[38, 30]"
1211,[30],"[38, 30]"
1212,[30],"[38, 30]"
1213,[],[]
1214,[15],[15]
1215,"[38, 184, 456]","[184, 456, 38, 15]"
1216,[],[]
1217,[],[]
1218,[15],[15]
1219,"[38, 184, 456]","[184, 456, 38, 15]"
1220,"[15, 38]","[38, 15]"
1221,[15],[15]
1222,"[15, 38]","[38, 15]"
1223,"[38, 184, 456]","[184, 456, 38, 15]"
1224,[15],[15]
1225,"[38, 184, 456]","[184, 456, 38, 15]"
1226,"[15, 38]","[38, 15]"
1227,"[15, 38]","[38, 15]"
1228,"[38, 184, 456]","[184, 456, 38, 15]"
1229,"[15, 38]","[38, 15]"
1230,"[38, 184, 456]","[184, 456, 38, 15]"
1231,"[38, 184, 456]","[184, 456, 38, 15]"
1232,"[38, 184, 456]","[184, 456, 38, 15]"
1233,"[38, 184, 456]","[184, 456, 38, 15]"
1234,"[38, 184, 456]","[184, 456, 38, 15]"
1235,"[38, 184, 456]","[184, 456, 38, 15]"
1236,"[38, 184, 456]","[184, 456, 38, 15]"
1237,"[38, 184, 456]","[184, 456, 38, 15]"
1238,"[15, 38]","[38, 15]"
1240,[12],[12]
1241,[32],"[32, 38]"
1242,[32],"[32, 38]"
1243,[32],"[32, 38]"
1244,[32],"[32, 38]"
1245,[32],"[32, 38]"
1246,[32],"[32, 38]"
1247,[32],"[32, 38]"
1248,[32],"[32, 38]"
1249,[32],"[32, 38]"
1250,[32],"[32, 38]"
1251,[32],"[32, 38]"
1252,[32],"[32, 38]"
1253,[32],"[32, 38]"
1254,[32],"[32, 38]"
1255,[32],"[32, 38]"
1256,[32],"[32, 38]"
1257,[32],"[32, 38]"
1258,[32],"[32, 38]"
1259,[32],"[32, 38]"
1260,[32],"[32, 38]"
1261,[32],"[32, 38]"
1262,[32],"[32, 38]"
1263,[32],"[32, 38]"
1264,[32],"[32, 38]"
1265,[32],"[32, 38]"
1266,[32],"[32, 38]"
1267,[32],"[32, 38]"
1268,[32],"[32, 38]"
1269,[32],"[32, 38]"
1270,[25],"[25, 12]"
1271,[25],"[25, 12]"
1272,[25],"[25, 12]"
1273,[25],"[25, 12]"
1274,[25],"[25, 12]"
1275,[25],"[25, 12]"
1276,[22],"[38, 22]"
1277,[22],"[38, 22]"
1278,[22],"[38, 22]"
1279,[12],[12]
1280,[12],[12]
1281,[12],[12]
1282,[12],[12]
1283,[12],[12]
1284,[12],[12]
1285,[12],[12]
1286,[12],[12]
1287,[12],[12]
1288,[12],[12]
1289,[12],[12]
1290,[12],[12]
1291,[12],[12]
1292,[12],[12]
1293,[12],[12]
1294,[12],[12]
1295,[12],[12]
1296,[12],[12]
1297,[12],[12]
1298,[12],[12]
1299,[12],[12]
1300,[12],[12]
1301,[12],[12]
1302,[15],[15]
1303,[103],"[17, 103]"
1304,[15],[15]
1305,[15],[15]
1306,[15],[15]
1307,[15],[15]
1308,[103],"[17, 103]"
1309,[15],[15]
1310,[15],[15]
1311,[103],"[17, 103]"
1312,[15],[15]
1313,[103],"[17, 103]"
1314,[15],[15]
1315,[15],[15]
1316,[15],[15]
1317,[103],"[17, 103]"
1318,[15],[15]
1319,[15],[15]
1320,[15],[15]
1321,[15],[15]
1322,[103],"[17, 103]"
